review,rating
sangat menarik.,5
memudahkan dalam banyak hal walaupun walaupun orang yang tau tentang agama Islam sangat kawatir Tetang akses pasar yang sangat mudah tapi ya gimana kan sudah zaman toh alam semesta pasti akan berakhir pada ujungnya,5
tingkatkan pelayanan kepada konsumen terutama untuk cod,5
sukses selalu buat shopee,5
mantul,5
suka banget sama sopi,5
Kenapa saat ini aplikasinya rada lemot,4
puas...,5
kurir lbh bisa & cepat diandalkan untuk datang tepat waktu ketimbang kurir toko online sebelah,5
spopee harganya terjangkau dan kita jg puas lihat barang barangnya,5
belanja lebih mudah & menyenangkan,4
sangat suka sekali belanja di shopee karena me mudahkan,5
Shopee mantap 👍👍👍👍👍,5
pelayan sangat memuaskn,5
kenapa sekarang akun ku klu lihat live gk bisa ngeklam koin ya,5
baikkkkkk,5
bagus,5
"barang sesuai pesanan hanya saja tombol klakson rusak karna sdh di tindis""atau di buang""begitu saja",5
biarlah bintang yang berbicara,5
"Anjayyy keren banget ini Shopee, aku apa apa pasti lewat Shopee kalo belanja, selalu gratis ongkir alhamdulillahnya, mungkin karena aku sering belanja di Shopee kali ya? Trus fitur koinnya berguna banget, ditambah gamenya emang bagus juga, asik untuk dimaenin, koinnya membantu mengurangi ongkir(kalo ada) biar lebih rendah. Udah gitu ada fitur leveling kaya sekarang aku di posisi Gold, jadinya pengen grinding yang kenceng biar lvl up ke Platinum dan ke level lainnya, udah kaya game aja hahahaha👍",5
semoga sukses kedepannya trims.,5
terima kasih atas kiriman ya,5
sangat 👍👍👍👍,5
resposnsif,5
shopee ok banget,5
"aplikasi terlalu berat, suka tiba tiba keluar sendiri, dan sangat lag",3
sat ini bagus,5
terbaik,5
sangat membantu,5
unt belanja shopee,5
sangat menyenangkan,5
sangatlah penting dan membantu semua kalangan,5
senang berbelanja di sini..,5
terimakasih,5
sangat bagus,5
betul,5
shopee murah,5
sangat bagus,5
bagus GK pernah nipu,5
sistem pemerioritasan pesanan gak bekerja gada perubahan gitu gitu ajapaket udah keluar dari waktu estimasi kenapa saya heboh karna paket di butuhin hari sabtu besok tetap saya beli karna liat estimasi ada kemungkinan sampai di hari rabu dan kamis eee ini kelamaan,1
"semakin hari semakin berat saja ni aplikasi.lagi asik browsing produk yang ingin di beli, eh dia malah macet.buang-buang waktu jadi ya harus mulai dari awal lagi. untuk tim shopee tolong di tingkat kan lagi aplikasi nya lebih ringan lah buat semua hp.supaya lebih nyaman saat belanja.",2
sekarang udah g bisa cod,3
ok banget,5
"Udah uninstall APK ini semenjak Ekspedisi J&T Di Hapus,SPX Lelet pengiriman nya",1
ku kira kurir yg datang eh ternyata masalalu nya,5
mantul,4
great aplication,5
"shopee makin k sini makin GK jelas. contoh kecilnya aja, tadi MLM saya pesan barang, sebelum di kirim barangnya itu(masih di kemas), garansi tiba tgl 20-24. tapi setelah barang di kirim, berumah jadi tgl 28-30. sering kali terjadi seperti itu, padahal niat pesen itu karna butuh barangnya segera,dn udh di perhitungkan dulu sebelum beli. GK konsisten. sama satu lagi, sering bgt saya dpt kurir shoope yg kurang ajar, balas CHATT bertele tele,pakai sayang sayang, mempermainkan customer.",3
SPX terlelet.. barang status diantar sdh 4 hari gak sampe2. alamat sdh jelas masih minta sherlock.,2
"mudah dalam belanja, penjual kualitas yg Abal Abal geser ajt",5
mantap,5
bisa belajar praktis dan efektif tanpa keluar rumah.... suka banget sama Shopee... buat yang sudah membuat Shopee terimakasih sudah membuat Shopee untuk seluruh warga di dunia\indonesia,5
"Jelek banget shopee sekarang kalau mau chat penjual gagal terus, bukan masalah sinyal ya",2
memuaskan,5
membantu,4
bagus apk nya,5
shopiee nya sangat baguss,5
serba ada banget,5
tolong di blokir toko yang tidak jelas yang suka memberikan kiriman yang tidak sesuai. trimakasih.......,5
"sangat mudah kita belanja lewat online, sangat membatu cari keperluan yang kita butuhkan.. trimakasih shopee..",5
puas,5
Bagus pelayanan baik pada saat proses maupun pengembalian produk,5
jasa kirim lambat.....,1
mantap,5
semua keperluan ada,5
hebohh +,5
Alhamdulillah cukup memuaskan,5
bagus,5
kemarin aku beli paket gak bayar sama sekali,5
"murah, barang yang dikirim sesuai mohon di ACC pay laternya",5
mantap,5
bagus,5
sangat membantu,5
Ya lumayan cepat,5
keren,5
bagus,5
baik,5
bagus banget😄😄😄😄😄,5
Kmrn aku bintang 5 karena Ok banget... Tp skrg bintang 2 karena ak g punya fasilitas shopeepay later padahal shopee loyaltyku platinum,1
"Di awal buka app langsung kebuka video iklan, menurut saya ini sangat mengganggu dan bikin berat app",2
good market,5
gue mmber platinum cm gra2 telat sekali spaylater spinjam langsung di blokir .. pdahal biasanya byar selalu awal bhkan ga pernah jtuh tmpo waktu itu lg ada msalah besar jd telat krna lupa . langsung d blokir ..mnding gue ttup akun sekalian,1
bagus,5
good,5
"alangkah baiknya ya di dalam pengiriman ada nomor si kurir nya kalo di klik bisa nyambung ke WA ,Jadi semisal rumaah mau di tinggal pergi itu kami bisa hubungi kurir masalah paket harus di titipin ttangga atau mungkin uangnya di taruh di suatu tempat kan bisa konfirmasi sama kurir. lah ini kalo ada informasi pengirirman ga ada nomor kurir yg bisa di hubungi. kalo mau keluar² jadi ketilap kan kasian kurir ny bolak balik kirim paket. semoga bisa di perbaiki",4
"rekomended buat beli onlen,, banyakin promo biar belanja makin semangat hehe",5
mantap,5
sangat istimewa untuk segala kebutuhan,5
BAGUS,5
"Sedikit masukan agar di menu ""penilaian produk"" bisa dishorting menurut waktu penilaian, agar sebelum membeli kita bisa melihat penilaian produk terbaru, karena tak jarang yg tampil malah penilaian produk dari 2 tahun yg lalu, yg bisa jadi kurang relevan dengan produk terbaru yg akan kita beli. Terima kasih",4
sangat membantu terimakasih👍,5
bagus tepat waktu geratis onfkir,5
aplikasi yg bagus..buat blnja online terimakasih buat shopee..,5
good job,5
puas layanan shopee,5
bagus dan recomended,5
barang selama ini msh sesuai pesanan dan pengiriman kadang cepat kadang lama,5
saya suka dengan pelayanan nya rill,4
sangat baik,5
bagus,5
bagus untuk berbelanja untuk yang mager,5
Alhamdulillah pesanan saya selalu tepat waktu dan kurirnya juga ramah pesan sesuai dengan gambar yang ditampilkan di iklan terimakasih shopee,5
good,5
solusi bagi yg TDK BS keluar rumah,5
selalu satset dan mudah,5
pengalaman berbelanja yang menarik dan banyak promonya,5
aplikasi yg sangat berguna dan bagus,5
spx instan shoppe gak bermutu. instan kok lama. sampai berganti hari..,1
ok,5
memudahkan berbelanja terkadang ada juga pesanan tidak sesuai apa yg di inginkan,5
"ganti nama aplikasinya jadi penampil konten. kalau mau,liat toko atau barang pakai shoope lite",1
siplah,5
"kenapa JNT di hapus, SPX tuh menurut saya masih kurang kak. Saya pesen barang tapi lama di kirim nya, nyetak di gudang. Teman saya juga pesanan nya melengceng dari tujuan. sampai saya dan teman saya jemput paket tersebut. Mending JNT kak klo mau lebih rame aplikasinya. soalnya yang telah di percaya",2
Ok,5
ok,5
sangat membantu,5
maaf shopee aku gk pernah pinjem paylater dan shopee pinjampun pernah 2 kali semuanya dibayar jauh dari tgl jatuh tempo gak pernah telat tapi skor kreditnya jelek mohon ditunjau ulang atas kebijakannya,5
"kurir spx mengecewakan terlalu lama, lambat, dan sering gagal",1
"gak ada kemajuan, dilacak gak bisa setelah sampai di tempat sortir malah molor 4 hari. Yang lain libur paskah masih bisa nyampe ditempat. ada ulasan jelek diacak sampai gak kebaca, mau nya apa. tambah lama tambah gak mutu",1
Barang ori dgn harga yg terjangkau (bnyk diskon),5
bagus mantap,5
Appstore terbaik,5
Sempurna dengan Cek Dulu,5
"pengiriman sangat lambat masa paket saya berhari"" di sunter dc jakara utara ngapain aja tuh di situ ga ada pekerja kah ?",1
aman amanah damai sentosa .soal ongkir ada pilihan,5
aku bisa beli barang yg aku ga tau tempat nya 🥰,5
Alhamdulillah semakin nyaman belanja di shoppe..👍👍,5
mengganggusangat,3
saya mau buwat akun udh bisa tpi ttp gk bisa di cekout anh bgi bdhl murah murah di shope,3
mantap bro,5
recommended buat belanja barang online,5
👍👍👍👍,4
mudah dipelajari system control nya,4
sagat membantu,5
Samagat membantu,5
ok,5
membantu kantong buibu,5
kita bisa berbelanjar dengan shopee dan ini bgs sgt,5
belanja mudah KLO ga sesuai deskripsi pengembalian mudah juga,5
sangat membantu,5
suka sekali belanja di shopee 😍😍,5
suka,5
sangat bagus dan bahanya pun bagus juga,5
Berbelanja di Shopee sungguh menyenangkan.,5
shoope is the best 👍,5
bagus cuma banyak yang penipuan,3
"SAAT SAYA MAU MENARIK DANA PENJUALAN SAYA ITU TIDAK BISA, DAN BACAAN NYA ""WHITDRAWAL BLOCKED"" DENGAN ALASAN KEAMANAN, PADAHAL AKUN SAYA AMAN"" SAJA, DAN ITU MUNGKIN DI SEBAB KAN KARENA SAYA BARU SAJA MERISET HP SAYA, TIDAK ADA AKTIVITAS MENCURIGAKAN DI AKUN SAYA TOLONG SHOPEE UNTUK BISA SAYA MENARIK DANA PENJUALAN SAYA SUPAYA CUSTOMER DAN PENGGUNA SHOPEE MERASA NYAMAN DAN TIDAK STRESSSSSS DENGAN SHOPEE 🙏",2
lumayan untuk di gunakan,3
shopee barangnya bagus,5
"jujur saya sangat puas, barang nggak pernah gagal, terimakasih shopee, terima kasih kurir, pengiriman cepat 😍👏",5
saya sangat puas dengan berbelanja di shopee,5
"Belanja cepat dan lengkap, praktis dan murah serta banyak promo bebas ongkir👍",5
Kenapa shopee tidak bisa di download bagi saya,1
ok,5
SHOPEE WOW ... SHOPEE OKEE ...SHOPEE MANTAPP,5
sangat membantu,5
ok,5
yuhu,5
top,5
Good,5
semoga dapat bonus lebih dari shopee,5
Shopee top,5
bagusss,5
banyak opsi belanja,5
jelek ngeleg pdhl hp ram bsr,1
bgus,4
"semoga, selamat, berkah selalu untuk kita semua, terima kasih shopee",5
kenapa shopee saya GK bisa COD an sih... harus bayar k Gree aja .. low bayar langsung saya takut barang yh jelek.,1
pengiriman cepat barang pas,5
selalu sesuai,5
selalu berbelanja disini,5
👍👍👍,5
aku suka bangettt barangnya pada ORI relly bangett..meski sering gagal tapi banyak Lulus nya juga pokonya sukaaaaaaaaa makasihhh shopee,5
bagus,5
mantaplah,5
sangat memuaskan,5
mantap,5
"anan ,tapi pengirimannya lambat mohon tingkatkan pengirimannya",5
Tolong kepada pihak Shopee agar menertibkan penjual di mall ori yang menjual barang tidak sesuai. Banyak pelanggan dirugikan dari tindakan tersebut. banyak yang mengeluh karena merasa tertipu padahal dibeli di mall ori.,1
terbaik,5
Bagus banget,5
saya suka berbelanja di shoope .,5
sangat membantu,5
sangat puas dengan applikasi ini succes untuk kedepannya,5
bagis,4
pengiriman sering terlambat pencarian tidak sesuai... cenderun lebih memberikan rekomendasi,2
semua kebutuhan rumah tangga aku belanjanya hanya di shopee,5
jos,5
mantap,5
shopee sangat membantu,5
halimi 5pandawa semoga makin mudah amanah dn makin sukses 💪💪💪,5
semenjak putus dgn j&t dan jne pesanan lambat mengunakan spx,1
tolong dong barang katanya udah nyampe.tapi saya belum terima barang nya. ini gmna sih.,4
"Barangnya lengkap, bagus dan aman transaksinya.",4
pesan nya warna putih yg datang hitam gimna sih yg bener yg amanah klaw jualan kecewa,2
kadang delay kalo mau buka etalase,3
👍,5
andalan,5
pilihan barang dan toko banyak,5
mantapp,5
kenapa setiap mau bayar menggunakan bca selalu ada tulisan terjadi kesalahan tidak terduga?,3
belanja di shopee jadi lebih mudah dan murah,5
"memuaskan ada aplikasi ini bisa meringankan dan tidak perlu susah payah cari sana sini, aplikasi ini sangat membantu",5
bagus,5
"jdi penggunanya baru shopee seneng juga, smpe ketagihan co barang dishopee terus😂",5
barangnya murah tp kualitasnya bagus...pokoknya nggak ada kata rugi beli di shoope,5
bagus bet,5
TOPBGT,5
mmatapp,5
cukup puas dengan produk yg telah ditawarkan hingga layanan yg di jual pada konsumen,4
"Alhamdulillah meskipun saya ditaiwan tetap bisa belanja jadi org rumah tinggal nunggu barang datang, terima kasih 🙏🙏",5
puas dg semua yg ada di shopee,5
sangat sukaaa,5
"Ekspedisi J&T Express di hapus dari shopee, akhirnya mau retur pesanan yg tidak sesuai susah untuk yang rumahnya di desa"", kurir spx suruh ngambil ya tidak di ambil, naruh paket tidak pernah konfirmasi, jadi gak tau juga nomer kurirnya, kantor spx juga jauh beh parah wes shopee, kok coba spx di desa2 ada kyk J&T kan enak ndak ribet.",1
"keren shopee sekarang makin berkembang, mantav user menjadi senang🥰",5
kenapa paket saya gak dtng²pake jasa kirim spx udah 8hari blom dtng,5
Gk nyesel belanja di soppe mantap pokoknya,5
ok,5
mantap. perusahaan ternama dengan jasa pengiriman murah.sukses selalu untuk kita semua.,5
"penjualnya sering tdk bagus, barusan sy pesan pom pom 6 hanya dikirim 5, baju yg dibeli tdk bagus ukuran, dll",3
Mantap Shopee,5
saya baru berlangganan pelayanannya bagus memuaskan semoga seterusnya bagus,5
keren dan terpercaya,5
"halo... ini saya yg kemarin komplen karna lamanya pengembalian dana akibat seller teledor... terimakasih dana saya sudah kembali... syaa harap untuk Shopee dalam melakukan validasi, tolong tambahkan jangka waktu tunggu nya...",5
"puas skli slama berbelanja melalui aplikasi shopee, pelayanan baik dan sangat bertanggung jawab.",5
Ok,5
woke sekali,5
"Saya senang sekali belanja dishopee, ada gratis ongkir n promo, semoga shopee selalu memberikan yang terbaik unk pelanggannya👍",5
mantap,5
shooppee d'best,5
sopi nya bagus membantu membeli barang tidak perlu jauh jauh saya Sukak,5
sip mantap,5
bagus untuk ongkirnya tidak terlalu mahal,5
Bagus sangat membantu,5
"barang bagus ,sesuai ,paking nya rapi",5
bagus dan sangat berguna,5
Keren. .,5
"tetap lebih banyak on COD,mudah",5
bug saat mau checkout barang loading terus menerus,1
Good,5
Sangan murah,5
"selama menggunakan Shopee aman-aman aja, tolong untuk apl Spaylaternya, dikasih metode bayar sebagian 👍",4
bagus banget,2
pelayanan cepat dan lebih baik👍,4
"Biaya isi saldo sudah ada, tp ada jg biaya layanan malah makin mahal pula, biaya layanan cod 7000 mahal banget jadi males belanja... 😒",1
terimakasih shopee semoga sukses selalu,5
so easy shopping byk free ongkir nya makasih,5
bikin darah tinggi aplikasinya. berat bngt respon apk nya. udah kaya pke hp rusak aja. sudah banyak yg ngeluh.tapi ga berubah juga performanya. tolong diperbaiki performa aplikasinya...,1
ok,5
"hallo kak,kenapa ketika saya mengirim pesan katanya pesannya gak terkirim,trus suruh update,trus udh di-update kok tetep keluar pemberitahuan suruh update knp ya kakk?",5
mantap shopee nya,5
Jos,5
shopee sekarang pengiriman terlambat terus dan barang tidak sesuai yang di pesan bikin konsumen kecewa hati2,1
good,5
"Untuk Shopee coba benahi Aplikasimu saya sudah dapat Gold di Shopee tapi setiap mau masuk Aplikasi Shopee selalu diarahkan ke Live 😏 buat saya gk ada untungnya gk guna ribet sudah keluar Aplikasi suara Video tetap ada,harus beberapa kali masuk itu suara Live hilang kirain hanya Hp ku tetapi saya coba lihat di Hp ku yg lain tetap sama,benahi Aplikasimu jangan bikin malas buka Shopee untuk belanja harus lihat yg gk guna.",1
bagus banget 🤩🤩🤩🤩🤩🤩,5
belanja di shopee gak bikin rugi.,5
Aplikasi ini bagus banget banyak Voucher nya setiap minggu tapi sayangnya pencarian pod vave terkunci / tidak bisa di jangkau coba aja bisa pencarian vave pod di Shopee ini lebih mudah di pesan kalo di pasaran mahal,5
lemot,3
karna cepat sampai nya,5
"mantap bngt,sangat membantu",5
good pokok na mah..,5
cepat tanggapi keluhan konsumen,5
bagus,5
kurir spx kalain itu kurang ajar semua. balikin jnt la. klo gini trus mending beli dri apk lain aja ribet.,1
mantap,5
mantap terpercaya..,5
mantapp...,5
bagus banget,5
"tolong dong saya penjual, pembeli mengembalikan barang karena asal belanja tidak lihat deskripsi dan di kembalikan alasan tidak cocok, status produk salah (ukuran,warna,dll). dan setelah kembali kami seller yang di potong ongkos bukan untung malah minus. tolong dong shopee jangan asal terima setiap pengajuan. mohon di cek dulu sesuai atau tidak dengan deskripsi dan gambar di toko seller",5
maksih,5
keluarkan ekspedisi sicepat dari shopee paket saya dah 1 minggu dibawa muter2 gak sampe rumah,1
maaf sebelumnya pada aplikasi ini error. ada pengguna shoope yang sudah mau mencapai platinum tetapi masih ditambah tambah transaksi member. dan juga shoope membatalkan pembayaran tanpa sebab padahal produknya mau dikemas. eh ternyata udah dibatalin shopee. terimakasih atas kerjasamanya mohon ditingkatkan 🙏,3
bagus dan sangat membantu,5
Alhamdulillah setelah pakai apk ini nggak susah lagi cari barang yang tidak bisa di dapat dari toko,5
best application,5
maaf kak kenapa pesanan saya di shopee hilang ya kak. padahal udah tahap kemasan dan udah di bayar. tetapi hilang di menu kemasan. bisa mohon bantuannya kak. terima kasih,3
aplikasi ini sangat cocok untuk semua orang,5
Aplikasi yang sangat membantu sekali,5
memuaskan,5
"Aplikasi belanja online terbaik mudah ,cepat dan murah",5
sangat sangaaat membantu ❤️,5
mantep,5
mantap jiwa membahana bergelora,5
mantap belanja di shopee,5
sangat puas,5
shopi sangat membantu kami,5
memuaskan,5
baik sekali pelayanannya sagat bagus cepat dan tanggap,5
mantap,5
voucher / promo banyak tapi untuk pengiriman semenjak gaada jnt jadi lama.. ga secepat pengiriman yg dulu🤦,4
👍👍👍,5
pokoknya 👍👍👍,5
bermanfaat,5
Saya suka blanja di shopee karna respon sangat cepat,5
bagus ini aplikasi yang bergunaaaa,5
bagus,5
"Nice, spaylater saya balikin please",5
puas belanja di shopee dan aman,5
sangat bagus,5
membantu banget Mana murah murah lagi,5
cukup baikk,5
BRG bagus...sesuai dgn keinginan sya..,5
pelayanan puas,5
saya sangat menyukai nya.. ma kasih Shopee,5
👍,5
kadang bagus ..tapi klu nggak bener lihat juga kadang agak kecewa sih,4
good aplikasinya.,5
"FAST respon, sat set",5
Saya waktu membeli pakaian/ produk lain selalu kecewa gak sesuai yg diharap kan yaitu kekecilan gak bisa dipakai/ minyak dan lain 2 nya.,5
Worth it bro,5
tingkat kan terus kinerja nya untuk pengiriman barang sesuaikan dengan estimasi waktu yang di berikan... tetap semangat,5
jelek bnyk bug,1
semua ada,5
josss,5
sangat membantu,5
sangat bagus sekali untuk pengirimannya terutama untuk COD dan keamanan barang Saya suka sekali dengan shopee terima kasih banyak,5
bisa buat kolakan brang...,5
Barang Bagus,5
"Pelayanan belanja online terbaik, klo bisa kasih reword hadiah bagi pelanggan yg banyak transaksi & untuk undian mobil di ganti aja sama motor atau sepeda atau alat elektronik lain ny agar banyak yg mendapat hadiah ny..",5
aplikasi ini bagus bisa buat beli apapun ada disini,5
"Assalamualaikum,Halo developer,tolongya ketika Pesanan dalam pengantaran kealamatbya tolong dibuat agar keretanya kurir itu gerak jadi bisa tau dah Sampek mana barangnya,sama tambahin fitur hubungi Kurir biar gampang komunikasi🙏🙏",4
amanah,5
pesansnnya tepat waktu,5
best,5
bagus buat belanja onlean,5
aplikasi yang bagus untuk kita yang mungkin tidak ada waktu untuk jalan keluar dan solusinya adalah memakai aplikasi ini agar lebih mudah,4
"gabisa login 2 akun selalu di minta QR,gimana mau QR akun nya aja belom login tolong dong shoppe kebijak an nya.ini lagu akun baru di blokir permanen karrna aktivitas mecurigakan emg sy ngapain? belom jga di apa apa in baru buat akun udah di blokir aja,tlg kebijak an nya shoppe",1
"malam kak,aku mau kasih saran nih,kalo barang nya habis itu dikasih tau kalo habis,ini aku udan buat pesanan udah aku bayar juga ehh baru 5 hari dikasih tau kalo barang nya habis,kalo tau gitu kan aku ngga bayar cari yang stoknya ada",5
"pesanan saya tidak berpindah tempat, tidak ada tindakan",1
bagus,5
sangat baik,5
baik...,4
terbaik,5
maaf saya turankkan bintang . karna sangat mengangu sekali buka shoope pasti muncul live .. tolong di perbaiki. saya gak butuh itu promo promo live. memang sampah sekali buka shoope sangat mengangu live . suek 💩💩💩 tolong perbaiki live nya sampah. kenapa harus promo kalau orang minat pasti orang bisa mencari live nya mengangu saja . saya gak butuh,1
selalu belanja di shopee... terimakasih shopee,5
bagus,5
sangat membantu,3
sangat mantap,5
"Bagus,18-4-2025",5
keren mantap,5
ITS cool !,5
"ni sampai kpn g bisa cod?, gtw t lgi butuh bgttttt, mohon di perbaiki",4
mntaaap pelayananya,5
pengiriman cepat,5
shopee keren,5
seperti yg gw bilang kalau udh bisa gw kasih bintang 5,5
praktis simpel,5
😍👍,4
masya 😇,5
barang sesuai descripsy & sampai tepat waktu,5
"aplikasi paling teradil di dunia ,enakan banget pake shopee,returnya mudah banget,kulirnya dateng sendiri di jemput,saldonya cepet,gk ada tipu tipu,,,nyaman banget belanja di sini ,,amanah banget 🤗🤗🤗",5
beri kami barang berkualitas terbaik,5
"shopee ini sangat membantu saya,dan murah dapat gratis ongkir terusss",5
"Shopee memang no 1,voucer gratisnya paling banyak dengan potongan tertinggi gak ada abis"" nya, trimakasih banyak shopee dan semuanya..",5
Siip,5
"anti ribet, belanja_y bisa sambil rebahan😊",5
"tolong sistemnya di benerin ya, pesanan sudah selesai dana masi ditahan ga di cairkan",1
sampai saat ini saya masih belanja di shopee,5
Knpa ga bisa di instal,1
Mantap,5
Aplikasi sangat memuaskan,5
saya kecewa paylater shopee lewat jatuh tempo 2hari ajah dibekukan nya 3 tahu lebih,1
shopi tidak bisa dipengcet,1
oke manrap aplliksi soppe,5
pelayanan ok kedatangan pesanan datang tepat waktu dan dlm kondisi yg baik bagus dn tidak rusak,5
okelah,5
"saat pesanan dikirimkan oleh kurir ke alamat tujuan, tidak ada pemberitahuan siapa kurir tersebut dan juga tidak ada nomor hp nya. jdi susah untuk mehubungi kalo ada apa apa kecuali kurir tersebut yang chat duluan.",4
pengiriman cepat,5
Mantab. sekarang lebih mudah di pahami dan lebih murah..,5
"shopee wajib bertanggung jawab atas banyak nya kasus penipuan mengatas nama kan karyawan shopee yang menyuruh menghabiskan limit spinjam!! begitu mudah nya akses spinjam sehingga celah penipu dengan hipnotis dapat terjadi!! spinjam wajib di acc 3 hari setelah di ajukan jangan langsung cair!! banyak penipuan dan hipnotis terjadi karena spinjam yang langsung cair!!! DENGARKAN SUARA KAMI!!! DAN UBAH SPINJAM JADI APLIKASI 3 HARI BARU CAIR, AGAR KAMI SADAR KETIKA MENGAJUKAN SPINJAM BUKAN HIPNOTIS!!!!",1
"Aplikasi mudah dan aman dalam berbelanja online, semoga shopee bisa bertahan dan maju terus yaaa",5
ok sangat berguna,5
ok,5
m a n t a p,5
"muantap sesuai dengan pesanan, oke shopee",5
okey,5
apk blanja onlen bagus,5
Shopee memang mantap apalagi pakai shopee vip,5
oke bgt,5
Hebat,5
"gak mau kasih komentar yg banyak,, cuman kalo setiap pengantaran,,cantumkan nomor kurir,,biar lebih enak komunikasi",3
top markotop la pokok nya,5
sangat bagus,5
"semenjak gadaa j&t ongkir nya jadi mahal , enakan yang kemaren",4
"Puas belanja di shopee, mantuull",5
pengiriman nya cepat dan memuaskan,5
Oke,5
tidak pernah gagal kalau pesen di toko ini,5
sangat bagus,5
sementara puas,5
good,5
bagus,5
pengiriman selain jnt lambat bisa 8 hari menunggu.,1
"aplikasi semena-mena degan aturan tako naik dikit selalu cari2 kesalahan buat diturunin, makin gak mendukung sistemnya sama penjual kecil, aplikasi ini ada karna penjual yg lama ya dan selalu berusaha menjelaskan sistemnya ke pembeli biar dipercaya, sekarang toko penjual kecil bayak dihapus sistemnya terlalu semena2 para penjual jg sebagai pembeli di aplikasi ini, jadi jgn sombong, aplagi CS & Tim selalu suka2",1
"kenapa shopee sekarang pengirimannya lama ya? co diaplikasi tktk dihari yang sama, eh tktkshop dateng duluan, selalu. tolong dong shopee diperbaiki",3
shopee paylater membantu banget,5
bintang ⭐ satu,1
sangat..sangat .. membantu,5
"seller: ini kalo di print, nama produk jdi ketumpuk sama pesan pembeli, jdi pesan pembeli gak keliatan. karna tulisan ketumpuk2. sama, mudahan kedepannya, metode pembayaran tidak perlu dikasih liat ke seller. jadi sya tidak perlu menolak pesanan sopepaylater, karna riba. ehe.. makasie",4
"Mantap Shopeee, maju terus dan beri yg terbaik.",5
pokoknya ok,5
👍,5
Memuaskan...,5
ok,5
"SUMPA AKU YESEL BGT WAKTU MAIN GAME CRK TIBA TIBA MUNCUL IKLAN SHOPE EH GA ADA ""X"" YA YG MUNCUL😭",1
oke deh,5
Saya bangga bergabung dengan shopee semoga semakin jaya seterusnya,5
dapat membantuku DLAM berbagai hal yg jelas bes lah suka degan aplikasi ini 👌👌👌👌,5
sangat membatu belanja lebih mudah,5
Pasti puasss...,5
banyak promo gratis ongkir,5
"bagus, cuma pengirimannya agak lama",4
jos,5
Suka sekali.... dan berguna jadi GK perlu keluar keluar buat berbeliaan,5
membantu,5
agak ngelag jadi bintang 4 ⭐⭐⭐⭐,4
Shopee ajg banyak iklan+notifikasi,1
👍,5
Jenis barang lengkap ya di shopee tapi sayangnya kenapa sekarang ada admin atau apa itu ya yg 1900. Lebih banyak diakon dan promonya ya,4
mantap👍,5
mudah,4
sangat bagus dan harga di Shopee murah juga dan pendatang nyg lebih cepat,5
mantul,5
berbelanja lebih enak & mudah. gak perlu cape2 keluar rumah. dan harga nya banyak yg mursidah dibanding belanja ke toko,5
Dengan shopee belanja jadi lebih muda pembelian token listrik dan pulsa juga lainnya menjadi lebih gampang dan nyaman terimakasih shopee sangat membantu banget 👍👍👍👍👍,5
Sekarang banyak masalah saat beli di Shopee,1
Shopee fitur-fitur nya 👍,5
mantap,5
sangat membantu dalam urusan belanja online,5
mantap,5
"pesen NEXT DAY kirai bakal sehari sampe, tau nya sama aja kya reguler, rugi ongkir mahal",1
aplikasi Shopee ini membantu pembelanjaan dan harga nya murah murah,5
selalu belanja di Shopee,5
"saya tidak suka dengan aplikasi shopee,,,saya baru saja mendownload shope, mau daftar, malah ke akun yang tidak saya kenal,,,,saya benar benar tidak suka dengan shopee",1
biar bintang yg bicara,5
bagus,5
shopee buruk sekali iklan shopee muncul di aplikasi lain terus.perbaiki dong SHOPEE,1
cepat tepat mantap,5
Bagus sangat,5
sangat membantu,5
Pelayanan shopee selalu oke top pokonya,5
belanja gak repot dan banyak pilihan,5
Baik,5
banyak membantu,5
mantap,5
cukup puas pelayanan ny. tanpa ribet,5
mantap,5
Belanja semudah itu.. hampir semua isi rumah dan keperluan rumah tangga lain nya belanja di shopee,5
sangat puas,5
sangat bagus dan mempermudah belanja,5
mantab,5
"saya menyukai shopee ,",5
"sekarang sudah g pernah lgi belanja di shopee, setelah spaylater sayah di non aktifkan, padahal dulu saya paling suka..sekarang gak lagi",5
belanja murah,5
shopee paling bagus produk nya bagus sampai paket nya kualitas nya bagus dan terjamin,5
ok,5
sangat bagus untuk menghabiskan uang🤣,5
"tolonglah pihak Shopee mesen paket dari tanggal 14 masa sampe sekarang masih nyangkut di depok mulu gimana sih pihak Shopee depok harusnya kmren barang tuh udah sampe tolong di perbaiki lagi lah, orang aplikasi udah di update masa iya masih nyangkut di depok juga dari kmaren?",3
"shope sangat membantu dan mempermudah dalam belanja,sudah hampir 5 tahun saya belanja di shopee hanya satu kali kecewa barang ga sampai saya terima,kurirnya hendara dari spx",5
"untuk pinjaman 12 bulan pembayaran bunganya sangat"" di luar nurul..",1
baik,5
mantap saya sangat puas,4
bagus banget produk2 nya juga bagus2 ada beberapa mengecewakan sih tapi tergantung dengan harganya juga. bonus2 nya juga mantap.,5
